ELBO_task,loglikelihood_task,KL_loss_task,Pred_obs_loss_task,Pred_rew_loss_task,AverageReturn,Epoch,SampleStep
-437169440.0,-437169440.0,3443.102,1329715.5,86.38554,-24.4,4,5050
-17611818.0,-17611818.0,3238.0107,442983.5,5.3324366,0.0,5,6060
-7662896.0,-7662895.5,3152.577,244078.58,5.8354464,22.6,6,7070
-5378120.5,-5378120.0,3109.7805,143234.84,7.9940157,6.8,7,8080
-3743473.25,-3743473.0,3104.9932,118033.88,4.7730684,40.6,8,9090
-2495868.5,-2495868.2,3126.3164,91998.06,3.9305108,14.1,9,10100
-962978.75,-962978.44,3143.1304,82686.76,2.2665358,17.0,10,11110
-720611.25,-720610.94,3163.2224,66184.2,1.7407558,27.1,11,12120
-5300.84912109375,-5300.5317,3171.576,78070.67,0.8078429,31.6,12,13130
-5184.2470703125,-5183.93,3169.5781,76266.42,1.3566886,-5.1,13,14140
-4472.83642578125,-4472.5195,3167.8013,65731.58,1.5024238,5.2,14,15150
-3463.653076171875,-3463.3364,3167.67,50885.36,1.0449364,24.6,15,16160
-3562.92236328125,-3562.6055,3167.949,52400.977,0.7160188,6.8,16,17170
-2800.34814453125,-2800.0312,3169.0208,41150.03,0.5910572,-44.6,17,18180
-2255.627685546875,-2255.3105,3170.6548,33106.246,0.5494128,-81.0,18,19190
-2058.4794921875,-2058.1624,3172.5933,30158.682,0.78011256,-44.6,19,20200
-1539.1165771484375,-1538.7992,3174.399,22440.45,1.0712047,-44.6,20,21210
-1202.62646484375,-1202.3088,3176.5723,17526.46,0.67397225,-81.0,21,22220
-853.9677124023438,-853.6494,3182.7222,12324.044,1.0115708,16.4,22,23230
-587.935546875,-587.6169,3186.9058,8501.97,0.27139434,61.4,23,24240
-517.1115112304688,-516.7921,3194.1387,7330.7534,1.1142634,65.5,24,25250
-442.56036376953125,-442.2404,3199.728,6182.381,1.4298575,64.6,25,26260
-369.37261962890625,-369.05203,3205.7832,5216.25,0.6486006,38.2,26,27270
-321.724853515625,-321.40356,3212.8984,4530.537,0.5238079,94.5,27,28280
-282.82550048828125,-282.5037,3218.037,3986.5728,0.3146997,82.8,28,29290
-263.48980712890625,-263.16757,3222.254,3676.123,0.48182905,-44.6,29,30300
-285.80767822265625,-285.48495,3227.3335,4025.07,0.35232767,-44.6,30,31310
-267.294921875,-266.97195,3229.5723,3770.9375,0.22068244,-26.4,31,32320
-225.4541473388672,-225.13084,3232.9834,3132.4614,0.35698724,-26.4,32,33330
-224.14686584472656,-223.82288,3239.8281,3086.4604,0.5374666,-44.6,33,34340
-181.90293884277344,-181.57855,3243.8599,2471.6218,0.4735052,-81.0,34,35350
-179.2888641357422,-178.964,3248.5234,2421.7683,0.5493969,-81.0,35,36360
-153.10003662109375,-152.77457,3254.6982,2087.0078,0.19569689,-81.0,36,37370
-158.55186462402344,-158.22568,3261.8076,2150.4216,0.31170282,-81.0,37,38380
-149.5001678466797,-149.17328,3268.833,2025.1266,0.25430265,-81.0,38,39390
-137.19590759277344,-136.8682,3277.1318,1838.5935,0.28602207,-81.0,39,40400
-114.23001098632812,-113.901405,3286.088,1530.2554,0.075794175,-81.0,40,41410
-122.97573852539062,-122.64643,3293.039,1597.4546,0.49557465,-81.0,41,42420
-116.30889129638672,-115.97891,3299.8037,1519.716,0.35486227,-81.0,42,43430
-98.12574768066406,-97.795,3307.5298,1282.0386,0.14477739,-81.0,43,44440
-87.55647277832031,-87.224976,3314.9785,1106.181,0.277762,-81.0,44,45450
-79.63492584228516,-79.302376,3325.495,1009.0069,0.14305636,-81.0,45,46460
-77.14531707763672,-76.811646,3336.71,979.4513,0.09397874,-62.8,46,47470
-201.1506805419922,-200.81558,3350.9497,2794.2847,0.21382512,-5.0,47,48480
-73.90943908691406,-73.5729,3365.378,935.7623,0.06573798,40.0,48,49490
-80.73336791992188,-80.39532,3380.522,1042.6193,0.024903622,28.2,49,50500
-63.427955627441406,-63.088413,3395.4136,780.08813,0.07069915,21.8,50,51510
-55.676387786865234,-55.33539,3409.9922,665.6903,0.069500215,34.6,51,52520
-51.12177658081055,-50.779,3427.789,595.76697,0.087015525,46.4,52,53530
-44.837337493896484,-44.492573,3447.6387,511.16412,0.030861374,79.6,53,54540
-42.724464416503906,-42.377342,3471.2383,475.7983,0.0586504,82.8,54,55550
-36.99346160888672,-36.64359,3498.7114,395.04053,0.031743232,79.6,55,56560
-36.89784622192383,-36.54481,3530.3433,391.1601,0.04812371,78.0,56,57570
-28.76171875,-28.405363,3563.5615,268.4425,0.06457996,34.0,57,58580
-27.757802963256836,-27.397871,3599.3242,259.3773,0.025173044,6.9,58,59590
-24.602460861206055,-24.238958,3635.0332,215.55943,0.0057866173,3.6,59,60600
-24.413469314575195,-24.046202,3672.6675,211.9663,0.010825013,3.6,60,61610
-22.227590560913086,-21.856548,3710.4146,176.95361,0.028782232,17.7,61,62620
-18.830440521240234,-18.45558,3748.6104,130.64127,0.00207,54.8,62,63630
-17.2294864654541,-16.850904,3785.8203,103.83912,0.02296621,15.3,63,64640
-16.47512435913086,-16.092798,3823.2646,93.94141,0.014131101,-2.9,64,65650
-14.322260856628418,-13.936174,3860.8608,62.654102,0.01018255,15.3,65,66660
-14.39645004272461,-14.006606,3898.4385,64.17644,0.006924619,97.8,66,67670
-13.74649715423584,-13.353002,3934.96,54.83873,0.0047501274,82.8,67,68680
-12.401622772216797,-12.004418,3972.0396,34.97619,0.0042969696,97.8,68,69690
-12.922475814819336,-12.521889,4005.8726,32.927612,0.06990626,61.4,69,70700
-11.928385734558105,-11.524554,4038.3135,27.9617,0.0037759198,82.8,70,71710
-11.529464721679688,-11.122486,4069.7852,21.88525,0.0046870043,24.9,71,72720
-11.408565521240234,-10.998572,4099.9307,19.171635,0.010657953,76.4,72,73730
-11.010405540466309,-10.597594,4128.111,14.492508,0.0022227406,82.8,73,74740
-10.980148315429688,-10.564832,4153.169,13.747281,0.0039892835,45.3,74,75750
-10.760293960571289,-10.342832,4174.623,10.462669,0.0040154583,61.4,75,76760
-10.649019241333008,-10.229417,4196.026,8.695085,0.0046348213,88.1,76,77770
-10.526325225830078,-10.10482,4215.046,7.014991,0.0035438307,64.6,77,78780
-10.448338508605957,-10.0252905,4230.48,5.9887505,0.002535388,79.6,78,79790
-10.885431289672852,-10.461129,4243.0244,5.919037,0.04659091,82.8,79,80800
-10.366032600402832,-9.940516,4255.161,4.851863,0.0017509253,-26.4,80,81810
-10.30080795288086,-9.874337,4264.711,3.922227,0.0014237551,-44.6,81,82820
-10.252779960632324,-9.825534,4272.4604,3.274788,0.00092438975,-8.2,82,83830
-10.227742195129395,-9.799972,4277.71,2.862704,0.0011565945,-44.6,83,84840
-10.221114158630371,-9.792966,4281.4863,2.6474483,0.0019127819,-26.4,84,85850
-10.185956954956055,-9.757669,4282.8755,2.2607808,0.0009994237,-26.4,85,86860
-10.161846160888672,-9.73358,4282.6685,1.8369863,0.0014581244,28.2,86,87870
-10.165820121765137,-9.737824,4279.956,1.950557,0.0011142159,-44.6,87,88880
-10.15915298461914,-9.731571,4275.8223,1.8408468,0.0012312509,-26.4,88,89890
-10.702715873718262,-10.275548,4271.676,1.6653076,0.056816734,-26.4,89,90900
-10.137327194213867,-9.710809,4265.1826,1.4427149,0.0018490558,-62.8,90,91910
-10.198030471801758,-9.772024,4260.0596,2.066268,0.003751207,-81.0,91,92920
-10.131498336791992,-9.706018,4254.7964,1.3677642,0.0018772596,-44.6,92,93930
-10.443473815917969,-10.018539,4249.34,2.128568,0.027981227,-44.6,93,94940
-10.126442909240723,-9.702116,4243.2646,1.440345,0.0009957887,-26.4,94,95950
-10.109777450561523,-9.686225,4235.527,1.2354085,0.0007935673,-81.0,95,96960
-10.106439590454102,-9.683651,4227.883,1.2044737,0.0007454865,-62.8,96,97970
-10.301934242248535,-9.879268,4226.662,4.0015664,0.0013798724,-44.6,97,98980
-10.167767524719238,-9.745468,4222.9907,1.9744499,0.0017170055,-8.2,98,99990
-10.284852027893066,-9.862984,4218.6875,1.516094,0.016570112,-8.2,99,101000
-10.112329483032227,-9.690908,4214.208,1.3396533,0.0005563709,-26.4,100,102010
-10.105470657348633,-9.6844225,4210.4775,1.2387488,0.0005906227,-26.4,101,103020
-10.102317810058594,-9.681917,4204.002,1.2491615,0.0002696568,-44.6,102,104030
-10.122802734375,-9.7028675,4199.355,1.1273636,0.003188865,-62.8,103,105040
-10.117246627807617,-9.697891,4193.5537,1.2979051,0.0015371562,-8.2,104,106050
-10.104212760925293,-9.68561,4186.0303,1.1540704,0.0012824262,-26.4,105,107060
-10.106802940368652,-9.688901,4179.023,1.31826,0.0005004688,-62.8,106,108070
-10.10011100769043,-9.682892,4172.19,1.1405225,0.0011022773,-62.8,107,109080
-10.128952980041504,-9.711901,4170.5234,1.3724959,0.0024333652,10.0,108,110090
-10.094473838806152,-9.677929,4165.445,1.1285387,0.0006870312,-62.8,109,111100
-10.09375,-9.677769,4159.8154,1.0957956,0.0008926301,-26.4,110,112110
-10.110779762268066,-9.695557,4152.2354,1.1695005,0.0021726135,-62.8,111,113120
-10.088593482971191,-9.674068,4145.247,1.0657293,0.0007260459,-26.4,112,114130
-10.18520450592041,-9.77004,4151.6494,2.53762,0.00036311423,-62.8,113,115140
-10.150233268737793,-9.73529,4149.4404,2.0013855,0.0005167871,28.2,114,116150
-10.117127418518066,-9.702323,4148.047,1.4495409,0.00095432525,-26.4,115,117160
-10.100768089294434,-9.686288,4144.8022,1.2812229,0.0004897166,10.0,116,118170
-10.105059623718262,-9.690969,4140.9053,1.2289246,0.0013119128,-26.4,117,119180
-10.100504875183105,-9.686743,4137.622,1.1134505,0.001670586,-8.2,118,120190
-10.092533111572266,-9.67933,4132.028,1.1799597,0.00047925292,-44.6,119,121200
-10.082744598388672,-9.670037,4127.0747,1.076493,0.00025012653,-8.2,120,122210
-10.086610794067383,-9.674488,4121.2305,1.0991678,0.0005417306,10.0,121,123220
-10.130696296691895,-9.718164,4125.3184,1.5855327,0.0016182123,-8.2,122,124230
-10.125995635986328,-9.713653,4123.4326,1.5097663,0.0016798145,-8.2,123,125240
-10.118703842163086,-9.706655,4120.4883,1.5591964,0.0006455087,-8.2,124,126250
-10.094115257263184,-9.682576,4115.3887,1.0852888,0.0014444367,-8.2,125,127260
-10.269333839416504,-9.858243,4110.9062,1.1529115,0.018553637,-81.0,126,128270
-10.517760276794434,-10.107057,4107.033,1.1142848,0.04369627,-26.4,127,129280
-10.114585876464844,-9.704561,4100.247,1.2193816,0.0027354793,-26.4,128,130290
-10.106573104858398,-9.6970825,4094.9072,1.1998222,0.0021200178,-62.8,129,131300
-10.080835342407227,-9.671997,4088.38,1.0488204,0.000633201,46.4,130,132310
-10.080693244934082,-9.672561,4081.3232,1.017895,0.0008989308,-44.6,131,133320
-10.07878303527832,-9.671334,4074.4912,1.0604837,0.00048804376,-44.6,132,134330
-10.07467269897461,-9.668049,4066.2349,0.99214804,0.0006219916,-26.4,133,135340
-10.095784187316895,-9.68991,4058.746,1.1809534,0.001530575,-26.4,134,136350
-10.082143783569336,-9.676993,4051.501,1.0698903,0.0009904072,-26.4,135,137360
-10.074362754821777,-9.670098,4042.645,1.0728607,0.00028079233,-81.0,136,138370
-10.070840835571289,-9.667076,4037.647,0.9893428,0.0005437239,-44.6,137,139380
-10.087331771850586,-9.684453,4028.789,0.9877207,0.0022923634,-44.6,138,140390
-10.079802513122559,-9.677822,4019.8037,1.0659959,0.0010995705,-81.0,139,141400
-10.324976921081543,-9.922782,4021.9526,4.7995796,0.0003313073,-8.2,140,142410
-10.13007640838623,-9.728363,4017.1304,1.9378247,0.0002542273,-44.6,141,143420
-10.09366226196289,-9.692521,4011.413,1.4123491,0.00022573504,-81.0,142,144430
-10.070518493652344,-9.66992,4005.9805,1.0590668,0.000356247,-62.8,143,145440
-10.071210861206055,-9.671101,4001.107,1.0834532,0.00030924444,-44.6,144,146450
-10.069076538085938,-9.669428,3996.4907,1.0542513,0.00033970576,-81.0,145,147460
-10.064512252807617,-9.665443,3990.6846,0.9698952,0.00051207974,-62.8,146,148470
-10.074801445007324,-9.676144,3986.5796,1.0274465,0.0011927024,-44.6,147,149480
-10.0751953125,-9.677272,3979.2393,1.061969,0.0010718808,-44.6,148,150490
-10.103979110717773,-9.706813,3971.667,1.1907759,0.0031543223,-62.8,149,151500
-10.055597305297852,-9.659254,3963.4346,0.9371956,0.000114434326,-62.8,150,152510
-10.057446479797363,-9.661914,3955.3271,0.9567809,0.00024788317,-44.6,151,153520
-10.051095962524414,-9.656476,3946.1982,0.840266,0.0004923792,-62.8,152,154530
-10.053338050842285,-9.659797,3935.413,0.9408532,0.0001439043,-81.0,153,155540
-10.052178382873535,-9.659908,3922.7017,0.89502877,0.00046516652,-62.8,154,156550
-10.057038307189941,-9.665776,3912.622,0.99815655,0.00035410773,-81.0,155,157560
-10.061071395874023,-9.670604,3904.6787,0.9144039,0.0014034893,-81.0,156,158570
-10.054722785949707,-9.665117,3896.0537,0.95245767,0.000597376,-44.6,157,159580
-10.052005767822266,-9.663296,3887.1016,0.94281304,0.00048056175,-81.0,158,160590
-10.050894737243652,-9.663194,3877.0093,0.9788595,0.00022641808,-26.4,159,161600
-10.064292907714844,-9.677424,3868.6855,1.1604548,0.00042063757,-62.8,160,162610
-10.055355072021484,-9.669522,3858.3242,0.9520033,0.0010409057,-62.8,161,163620
-10.05998706817627,-9.675301,3846.8682,1.0377256,0.0010387085,-44.6,162,164630
-10.441360473632812,-10.055265,3860.9487,6.585534,0.0014945219,-8.2,163,165640
-10.17446231842041,-9.787862,3866.0044,2.2996879,0.003755481,-81.0,164,166650
-10.092330932617188,-9.705731,3865.996,1.5565646,0.0005709896,-81.0,165,167660
-10.062469482421875,-9.676393,3860.7686,1.172554,0.00023566045,-44.6,166,168670
-10.056818008422852,-9.671398,3854.1938,1.0876787,0.00031055798,-81.0,167,169680
-10.05030345916748,-9.665563,3847.4116,0.9437254,0.00070092065,-62.8,168,170690
-10.05642318725586,-9.672293,3841.3057,1.0739661,0.0004927069,-81.0,169,171700
-10.081331253051758,-9.697802,3835.3008,1.0213099,0.0033998964,-62.8,170,172710
-10.044733047485352,-9.661476,3832.5664,0.9539036,0.00022356496,-81.0,171,173720
-10.040410041809082,-9.65774,3826.7046,0.88995826,0.00028244045,-81.0,172,174730
-10.043721199035645,-9.66166,3820.6133,0.89075214,0.0006692071,-62.8,173,175740
-10.041597366333008,-9.660139,3814.582,0.91405773,0.0003593487,-62.8,174,176750
-10.04300308227539,-9.662351,3806.526,0.9269233,0.00049349695,-62.8,175,177760
-10.030936241149902,-9.650963,3799.7324,0.7770223,0.0003690688,-81.0,176,178770
-10.048441886901855,-9.669143,3792.9902,0.9897001,0.00074791996,-81.0,177,179780
-10.04309368133545,-9.664605,3784.8813,0.87095225,0.001097763,-44.6,178,180790
-10.033478736877441,-9.655649,3778.291,0.8702622,0.0002067967,-62.8,179,181800
-10.035001754760742,-9.658079,3769.227,0.90947914,0.00018430811,-81.0,180,182810
-10.055835723876953,-9.679692,3761.439,1.0319031,0.0015172643,-44.6,181,183820
-10.051569938659668,-9.676285,3752.8525,1.177172,0.00019361559,-81.0,182,184830
-10.032185554504395,-9.657927,3742.5898,0.90867215,0.00017448283,-62.8,183,185840
-10.03809928894043,-9.664833,3732.665,0.99275273,0.00029630432,-62.8,184,186850
-10.03091812133789,-9.659061,3718.5625,0.9290753,0.00014998083,-62.8,185,187860
-10.030863761901855,-9.660195,3706.6807,0.9349367,0.00022374565,-44.6,186,188870
-10.023138999938965,-9.653466,3696.729,0.8445984,0.00016218882,-81.0,187,189880
-10.022214889526367,-9.653854,3683.6094,0.8566729,0.00011918507,-62.8,188,190890
-10.02856731414795,-9.660809,3677.587,0.9022968,0.0005059173,-62.8,189,191900
-10.077140808105469,-9.709863,3672.7773,1.6195085,0.0005581807,-81.0,190,192910
-10.249013900756836,-9.882254,3667.6006,0.8681585,0.02288152,-62.8,191,193920
-10.031349182128906,-9.665131,3662.1836,0.9884548,0.0003551024,-81.0,192,194930
-10.031577110290527,-9.66614,3654.3716,0.9933751,0.00042266972,-81.0,193,195940
-10.300800323486328,-9.936039,3647.6118,0.83361113,0.02849381,-62.8,194,196950
-10.015321731567383,-9.651247,3640.7441,0.8180358,0.00011998818,-81.0,195,197960
-10.50143051147461,-10.138039,3633.918,0.8655779,0.04847744,-81.0,196,198970
-10.022980690002441,-9.660397,3625.8433,0.9067311,0.0004346619,-81.0,197,199980
-10.017252922058105,-9.655495,3617.5825,0.87869567,0.00013432307,-81.0,198,200990
-10.011212348937988,-9.650333,3608.7852,0.8045006,0.00012025062,-81.0,199,202000
-10.015461921691895,-9.655679,3597.834,0.81485885,0.00058459677,-62.8,200,203010
-10.03275203704834,-9.674056,3586.956,0.9736396,0.0013479681,-81.0,201,204020
-10.01446533203125,-9.656397,3580.6895,0.8659361,0.0003108629,-44.6,202,205030
-10.02557373046875,-9.668267,3573.0684,0.82772183,0.0017563484,-62.8,203,206040
-10.337972640991211,-9.981146,3568.2632,0.9378071,0.032299396,-81.0,204,207050
-10.147089004516602,-9.790765,3563.2432,2.76898,0.0008702447,-81.0,205,208060
-10.0134859085083,-9.65769,3557.958,0.90248495,0.00019279626,-62.8,206,209070
-10.01528549194336,-9.659796,3554.8965,0.9273777,0.0002349678,-81.0,207,210080
-10.017960548400879,-9.662926,3550.3447,0.893471,0.00077737944,-81.0,208,211090
-10.013177871704102,-9.658692,3544.8535,0.87879497,0.0004533931,-81.0,209,212100
-10.01290225982666,-9.659099,3538.0337,0.9023712,0.00033448043,-62.8,210,213110
-10.148722648620605,-9.794686,3540.3638,2.7672648,0.0012740237,-62.8,211,214120
-10.055213928222656,-9.70134,3538.7373,1.511175,0.00043894278,-62.8,212,215130
-10.029068946838379,-9.675377,3536.9233,1.1303334,0.00041969246,-62.8,213,216140
-10.017840385437012,-9.664344,3534.9702,0.94528323,0.0005686387,-62.8,214,217150
-10.020383834838867,-9.66764,3527.438,1.0279894,0.000338568,-81.0,215,218160
-10.251969337463379,-9.8978405,3541.2861,4.303981,0.0011907133,-81.0,216,219170
-10.168537139892578,-9.81399,3545.4756,2.7126522,0.003573793,-81.0,217,220180
-10.0770263671875,-9.722392,3546.3477,1.8078651,0.00053662877,-81.0,218,221190
-10.066298484802246,-9.711686,3546.1216,1.6231933,0.0007155747,-81.0,219,222200
-10.148144721984863,-9.793583,3545.6196,1.5884345,0.009140545,-62.8,220,223210
-10.04423999786377,-9.689989,3542.505,1.3995872,5.894519e-05,-81.0,221,224220
-10.023934364318848,-9.669785,3541.497,1.0422088,0.0004568338,-81.0,222,225230
-10.02609634399414,-9.672316,3537.8086,1.1400214,4.804308e-05,-81.0,223,226240
-10.096517562866211,-9.743009,3535.0913,2.1713252,0.00013879461,-81.0,224,227250
-10.04385757446289,-9.690858,3529.9941,1.3985076,0.00015314113,-81.0,225,228260
-10.029623031616211,-9.676986,3526.3682,1.1964467,0.00013318282,-62.8,226,229270
-10.016408920288086,-9.664363,3520.459,1.0154791,9.553328e-05,-81.0,227,230280
-10.022435188293457,-9.6710415,3513.9326,1.0838163,0.0003009085,-81.0,228,231290
-10.019728660583496,-9.668942,3507.8643,1.0005376,0.0006545037,-81.0,229,232300
-10.021965026855469,-9.67183,3501.3516,1.1049562,0.00023676509,-81.0,230,233310
-10.017419815063477,-9.66791,3495.0996,1.0227404,0.0004010993,-62.8,231,234320
-10.016759872436523,-9.667937,3488.23,0.9889895,0.00063218473,-81.0,232,235330
-10.014102935791016,-9.665925,3481.7812,1.0181916,0.00023339584,-26.4,233,236340
-9.994680404663086,-9.64732,3473.6094,0.8524146,2.4820625e-05,-62.8,234,237350
-10.069005966186523,-9.722427,3465.7822,0.9399722,0.006412841,-26.4,235,238360
-10.017004013061523,-9.670466,3465.379,0.9179655,0.001365746,-81.0,236,239370
-10.010149955749512,-9.664115,3460.3496,0.9847036,0.00027898414,-81.0,237,240380
-10.009848594665527,-9.664696,3451.5273,0.97698116,0.00038931327,-44.6,238,241390
-10.004963874816895,-9.660804,3441.6035,0.9049052,0.00048783998,-44.6,239,242400
-10.001333236694336,-9.657801,3435.3228,0.9068957,0.00017405827,-81.0,240,243410
-10.00526237487793,-9.662587,3426.75,0.9750489,0.00019152917,-81.0,241,244420
-10.003622055053711,-9.661877,3417.4531,0.9081194,0.0005733189,-62.8,242,245430
-9.999914169311523,-9.659168,3407.463,0.90820575,0.00030195783,-62.8,243,246440
-9.991522789001465,-9.651323,3401.9932,0.82626057,7.186965e-05,-81.0,244,247450
-9.99549674987793,-9.656212,3392.8447,0.8692819,0.0002696762,-62.8,245,248460
-9.990983009338379,-9.652533,3384.5063,0.7739976,0.0005465452,-62.8,246,249470
-10.410356521606445,-10.072817,3375.3975,0.72643185,0.04289686,-81.0,247,250480
-9.992822647094727,-9.656241,3365.8125,0.84348786,0.00044720026,-81.0,248,251490
-9.991996765136719,-9.656011,3359.8628,0.8727929,0.00022571876,-26.4,249,252500
-9.997830390930176,-9.662703,3351.2778,0.9699396,0.00023767469,-62.8,250,253510
-9.998558044433594,-9.664545,3340.1333,0.9833288,0.00033126713,-81.0,251,254520
-10.100506782531738,-9.767331,3331.7588,2.5373535,9.409695e-05,-62.8,252,255530
-9.980871200561523,-9.649044,3318.2754,0.7636131,0.00026795137,-62.8,253,256540
